KSP+AD,KSP+LB
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
63.70360408821949,55.87681549220013
