RAEKE+LB (fixed),KSP+LB (fixed)
0.793139709,0.832660854
0.72002266,0.72901242
0.872276227,0.860362049
0.669982287,0.745035915
0.870766972,0.845377009
0.713871251,0.805317166
0.834449304,0.824527482
0.785342506,0.73876337
0.856339588,0.82232553
0.81565868,0.884554215
0.733015343,0.647184797
0.806393804,0.801344506
0.726846123,0.812576978
0.645957472,0.857032667
0.85645156,0.849240728
0.781466454,0.813642152
0.813981324,0.75948353
0.825023189,0.823481606
0.827581948,0.817325879
0.842235531,0.799099273
0.857188555,0.796000115
0.853766409,0.849874884
0.819143076,0.807493284
0.8611731,0.847614388
0.83420548,0.816926063
0.551683535,0.597549076
0.879959093,0.869797842
0.799387784,0.798576433
0.791024892,0.830577402
0.822684927,0.809503637
