RAEKE+LB (fixed),KSP+LB (fixed)
0.791145315,0.645785246
0.812369118,0.778994449
0.793235244,0.845377009
0.822217432,0.805317166
0.800102121,0.824527482
0.803121208,0.789480111
0.856339588,0.836105331
0.891950479,0.884554215
0.829288125,0.722714433
0.804784017,0.799896892
0.821123654,0.812576978
0.687155598,0.737222347
0.85645156,0.849240728
0.558360766,0.813642152
0.721154868,0.826165724
0.825023189,0.823481606
0.738079756,0.817325879
0.842235531,0.830395118
0.903329681,0.468193405
0.837269001,0.531591772
0.664256921,0.732782278
0.8611731,0.847614388
0.734199278,0.77186463
0.796271774,0.782808975
0.825228182,0.869797842
0.678219625,0.798576433
0.831897079,0.830577402
0.782498063,0.809503637
0.798995568,0.751588067
0.831442569,0.818243711
0.781381113,0.782382278
0.848314144,0.819949812
0.85810839,0.853754225
0.79562285,0.780512401
0.837696274,0.828374971
0.820928958,0.811521705
0.789634415,0.861803746
0.784481127,0.813430067
0.669211899,0.799157049
0.803999742,0.707512382
0.833427937,0.798570577
0.847256237,0.834963419
0.826067315,0.80993501
0.860806786,0.844448848
0.83319831,0.818381253
0.480718165,0.842249768
0.817337149,0.803829517
0.825814719,0.800458882
0.818076879,0.806608682
0.628345427,0.802072788
0.778699428,0.676773663
0.843042605,0.830751536
0.862504721,0.851580565
0.863742131,0.847094698
0.823448455,0.812111758
0.831557203,0.826392472
0.721982904,0.643401961
0.790657928,0.712330179
0.837673406,0.827711375
0.816563958,0.822491717
0.899964284,0.886578011
0.838978807,0.823477705
0.869721622,0.863768356
0.567288226,0.512139699
0.896963541,0.885489963
0.874581236,0.863525415
0.721053841,0.819219297
0.715364436,0.772148973
0.835557854,0.819289339
0.637264527,0.811731429
0.714214203,0.697353583
0.852343128,0.845799734
0.830382715,0.816181532
0.808385439,0.794358798
0.817475918,0.64365342
0.8085061,0.792987059
0.666077669,0.784124623
0.835784134,0.828337946
0.929911905,0.911360635
0.849931429,0.845158539
0.805396283,0.602292803
0.738130735,0.768208321
0.773831898,0.837177422
0.805383797,0.797060929
0.818277225,0.813395403
0.867086149,0.882898281
0.876254837,0.844552003
0.856255314,0.77812887
0.926137845,0.913913948
0.849773466,0.844299622
0.827393593,0.812082563
0.798912993,0.711711525
0.841864785,0.841864785
0.780610018,0.770179377
0.84497456,0.826958793
0.572210592,0.567200258
0.816129886,0.802666868
0.84389994,0.830757512
0.705062557,0.630740074
0.835816943,0.783814337
0.814644278,0.803722877
0.815547046,0.848675388
0.793080571,0.795603266
0.829456278,0.820014091
0.618755668,0.828093443
0.830558635,0.823264872
0.839079019,0.827395931
0.834912379,0.824613529
0.714446473,0.511463576
0.878241898,0.749667553
0.724027099,0.702192732
0.642217774,0.771945359
0.847274729,0.832967926
0.876609574,0.862322367
0.761347845,0.851249345
0.803166919,0.799666739
0.570608635,0.657785407
0.837627761,0.821179206
0.872619417,0.616655073
0.818717592,0.734634762
0.816470453,0.813207272
0.81930073,0.809937424
0.801409471,0.73909672
0.815633585,0.812375429
0.829707541,0.811918639
0.852058537,0.840629933
0.829941351,0.865256744
0.816076304,0.80217745
0.751600592,0.6448871
0.71555053,0.868771261
0.855933503,0.780551424
0.845673643,0.845673643
0.923072364,0.657524307
0.834970419,0.672187969
0.770207066,0.794670886
0.804949408,0.797118274
0.823056346,0.819380428
0.765142194,0.796456784
0.817719735,0.815299943
0.818279649,0.804358189
0.789800141,0.811735073
0.845939579,0.840403737
0.806377553,0.800526484
0.803016604,0.795818769
0.815130765,0.808275205
0.57523423,0.905935788
0.797181169,0.778750204
0.708589593,0.65807768
0.839930069,0.829181041
0.843601842,0.830611283
0.858088657,0.84787611
0.774684306,0.789962462
0.872544715,0.857205263
0.814482032,0.814482032
0.819005639,0.796567858
0.827543062,0.815777124
0.83730338,0.823847365
0.837879554,0.828032099
0.758457535,0.77212633
0.65078534,0.504231294
0.849360736,0.827620971
0.829331671,0.811063741
0.804303778,0.772561645
0.823190611,0.804703039
0.754080442,0.804269757
0.68991959,0.818835092
0.77620786,0.5900902
0.843638302,0.833437246
0.750232072,0.820083804
0.845613578,0.845613578
0.831656118,0.753302982
0.856609339,0.846188829
0.825458183,0.816920317
0.812481987,0.804438048
0.503263388,0.689194908
0.816182578,0.807772474
0.713041256,0.805961712
0.830732755,0.830732755
0.844414007,0.834693952
0.850173953,0.835914848
0.879914176,0.865347518
0.750713938,0.818284189
0.810010579,0.799277505
0.827946588,0.821769654
0.843965527,0.833719145
0.84939902,0.836070729
0.808304661,0.797744717
0.857902433,0.843122913
0.780830561,0.812821208
0.842702036,0.835591198
0.856893332,0.84586863
0.370272031,0.508601082
0.712412978,0.792911762
0.814045385,0.746286594
0.814789388,0.802904983
0.765116644,0.689089776
0.815271253,0.815271253
0.804368115,0.778332187
0.844669931,0.825830072
0.794147516,0.785991605
0.872276227,0.72744342
0.725107192,0.795993846
0.84585663,0.845377009
0.822217432,0.805317166
0.834449304,0.824527482
0.803121208,0.789480111
0.856339588,0.840291678
0.891950479,0.854794027
0.829288125,0.821294354
0.806393804,0.801344506
0.67516167,0.781773172
0.890640425,0.712558756
0.7981651,0.68791257
0.797748475,0.813642152
0.83589526,0.826165724
0.689371235,0.730047098
0.827581948,0.817325879
0.842235531,0.661013656
0.903329681,0.886944532
0.864315511,0.849874884
0.734126926,0.798125814
0.805177188,0.847614388
0.83420548,0.816926063
0.796271774,0.782808975
0.805432437,0.869797842
0.799387784,0.798576433
0.831897079,0.830577402
0.747931459,0.765600882
0.787689159,0.795523989
0.742806461,0.818243711
0.809355216,0.811145768
0.848314144,0.834799321
0.85810839,0.853754225
0.790175878,0.701094185
0.745010354,0.828374971
0.726670175,0.811521705
0.865336924,0.861803746
0.822498101,0.812954058
0.836437846,0.773170677
0.819069649,0.812399377
0.844339639,0.83762898
0.64211289,0.693646322
0.715727685,0.80993501
0.734138887,0.79963345
0.484497466,0.723030642
0.852908079,0.842249768
0.817337149,0.803829517
0.770926688,0.510758442
0.52730295,0.679034861
0.825863453,0.817081618
0.858491426,0.847885008
0.713452561,0.660017606
0.862504721,0.851580565
0.863742131,0.847094698
0.796459448,0.812111758
0.831557203,0.826392472
0.670344505,0.669928727
0.78432211,0.837355077
0.837673406,0.827711375
0.806007805,0.740215708
0.771590877,0.760665785
0.838978807,0.735909607
0.842877292,0.863768356
0.837180465,0.830893589
0.896963541,0.885489963
0.744648815,0.836335236
0.82780312,0.819219297
0.800710092,0.80721232
0.835557854,0.769823983
0.74648907,0.811731429
0.835711355,0.820331585
0.852343128,0.690113583
0.765702389,0.816181532
0.808385439,0.794358798
0.859235218,0.849600545
0.8085061,0.769160398
0.795316802,0.784124623
0.835784134,0.80801041
0.756261263,0.839031046
0.849931429,0.807831046
0.862859938,0.778426481
0.835145908,0.825614204
0.57262793,0.774883058
0.794736168,0.797060929
0.818277225,0.720175187
0.891183884,0.462675348
0.762999836,0.863503182
0.722084537,0.84237864
0.694257436,0.814709024
0.620900835,0.625587377
0.775414109,0.687367302
0.798912993,0.793090076
0.841864785,0.841864785
0.823612311,0.809874761
0.84497456,0.826958793
0.863654988,0.842130432
0.681418518,0.668352193
0.84389994,0.81602305
0.836667299,0.836667299
0.835816943,0.725782864
0.803290021,0.803722877
0.864964478,0.848675388
0.808369536,0.795603266
0.73923899,0.801060639
0.68879179,0.828093443
0.830558635,0.823264872
0.771080402,0.827395931
0.747866644,0.824613529
0.805896997,0.79454775
0.878241898,0.867187099
0.834793984,0.827938771
0.864519552,0.859594756
0.847274729,0.832967926
0.871531436,0.847069703
0.864192632,0.851249345
0.63637119,0.717135114
0.801612681,0.787189685
0.837627761,0.821179206
0.872619417,0.869093782
0.818717592,0.799725244
0.810339393,0.813207272
0.673760591,0.789435166
0.844464872,0.833181457
0.773330607,0.729860434
0.829707541,0.769557086
0.658459611,0.733603994
0.87721731,0.693715611
0.816076304,0.80217745
0.816956732,0.797371902
0.88518346,0.868771261
0.694893129,0.841446339
0.841233006,0.820280446
0.923072364,0.777326926
0.834970419,0.749184193
0.811817669,0.794670886
0.804949408,0.795561914
0.823056346,0.774259559
0.837871597,0.820867041
0.717507143,0.564756592
0.689390953,0.804358189
0.819649988,0.811735073
0.845939579,0.806643631
0.736499319,0.800526484
0.722585868,0.720998755
0.807365401,0.771324913
0.91627328,0.905935788
0.797181169,0.796510478
0.820457042,0.807592471
0.839930069,0.829181041
0.843601842,0.830611283
0.739414344,0.84787611
0.840299025,0.826407466
0.564585104,0.595592736
0.696158511,0.684610538
0.819005639,0.796567858
0.697872902,0.698637025
0.83730338,0.823847365
0.837879554,0.828032099
0.734697946,0.857749617
0.785612692,0.809289285
0.849360736,0.827620971
0.720878789,0.811063741
0.804303778,0.804303778
0.823190611,0.781652138
0.834375934,0.829168966
0.708003188,0.818835092
0.713350998,0.798368879
0.842477065,0.833437246
0.845471204,0.834472238
0.845613578,0.822653575
0.831656118,0.807891798
0.777055955,0.846188829
0.740325668,0.753310798
0.812481987,0.804438048
0.825359791,0.812931651
0.819100852,0.807772474
0.816293941,0.805961712
0.830732755,0.830732755
0.844414007,0.795722909
0.834285495,0.835914848
0.681073554,0.784714406
0.785272695,0.818284189
0.810010579,0.799277505
0.827946588,0.821769654
0.827750087,0.833719145
0.748911755,0.731118823
0.808304661,0.766063291
0.857902433,0.843122913
0.78270125,0.815825713
0.842702036,0.835591198
0.856893332,0.84586863
0.866843488,0.853142131
0.799308473,0.792911762
0.814045385,0.804995395
0.700495077,0.664602828
0.833281337,0.785864415
0.587238479,0.815271253
0.72238765,0.763478452
0.762424715,0.692668553
0.751813016,0.612798297
0.636907158,0.668072106
0.750135577,0.730192724
0.841842475,0.757033714
0.658943696,0.727845313
0.733910649,0.755739124
0.714067003,0.712353005
0.802768123,0.800930749
0.659472314,0.589772061
0.649298902,0.657667282
0.785152349,0.702320256
0.811404007,0.812576978
0.752022633,0.782506042
0.81912926,0.757203674
0.640611115,0.661507622
0.83589526,0.826165724
0.813891558,0.706473395
0.793622864,0.757053121
0.842235531,0.711734767
0.851330555,0.58533484
0.864315511,0.701873421
0.725380201,0.612176884
0.834420225,0.636627988
0.578551057,0.694247784
0.624896307,0.607149756
0.777679143,0.601420155
0.754842003,0.754030652
0.831897079,0.830577402
0.691895376,0.710403256
0.716591995,0.7830508
0.649657662,0.745395589
0.659793045,0.679124775
0.756805741,0.673830814
0.827213661,0.833133634
0.739418068,0.730285526
0.816631,0.749380998
0.619318204,0.711520226
0.603533993,0.604466284
0.770232406,0.786106079
0.567534187,0.643814791
0.819069649,0.784317809
0.746695517,0.722733723
0.655594083,0.685257747
0.702039336,0.713844533
0.73256078,0.630991688
0.826454429,0.714397044
0.717641235,0.782658588
0.732916738,0.736409811
0.771853547,0.720900021
0.818076879,0.734566864
0.738381657,0.776672728
0.79624353,0.709846434
0.778688182,0.653511942
0.802927287,0.765866132
0.744043617,0.627921254
0.823448455,0.753671029
0.658957562,0.674310826
0.8265683,0.708195355
0.819620211,0.635266771
0.694684361,0.55465564
0.777480244,0.57531338
0.75701244,0.592078505
0.797794387,0.823477705
0.793832773,0.71916312
0.724534069,0.711658447
0.639739393,0.643416454
0.721566728,0.729497431
0.737760002,0.729599451
0.702605423,0.684632025
0.728448126,0.607124023
0.823639698,0.770453426
0.831633583,0.820331585
0.713635164,0.619054294
0.671518221,0.631432261
0.713912673,0.634178049
0.619432802,0.675229178
0.8085061,0.754621908
0.795316802,0.715576877
0.768496653,0.730681534
0.700655971,0.678905338
0.657886507,0.697701385
0.661331707,0.690286947
0.720141952,0.657641974
0.507354034,0.568912816
0.697383624,0.765463211
0.63698837,0.639189966
0.625712965,0.697542895
0.780355302,0.604428057
0.747016185,0.623528064
0.74803892,0.833047718
0.757104783,0.783421222
0.75384257,0.686194311
0.69287846,0.702260165
0.669498273,0.707533113
0.76569849,0.75196094
0.65700413,0.720097938
0.657951915,0.795959589
0.816129886,0.768361011
0.588585767,0.654872391
0.723004359,0.730359225
0.746044825,0.763493538
0.644583194,0.566752292
0.579433215,0.608273568
0.792330602,0.738290163
0.832971745,0.704478782
0.668268288,0.815312245
0.783402335,0.680431862
0.786728823,0.796653204
0.729787956,0.738378445
0.623575397,0.646238326
0.728006844,0.559607793
0.595252233,0.661525793
0.677031899,0.741095905
0.847274729,0.785259504
0.792248573,0.793253708
0.645087704,0.702857251
0.794972954,0.778688598
0.753334865,0.787189685
0.564310289,0.604217352
0.789338429,0.568977634
0.818717592,0.704524648
0.527168728,0.571908436
0.682586974,0.602201215
0.697224517,0.633433792
0.807148287,0.727209836
0.805639264,0.743181886
0.807814675,0.70342985
0.689759292,0.536221243
0.798363489,0.733413196
0.78392579,0.701101888
0.652386785,0.571875044
0.779090965,0.742752528
0.652589005,0.729911339
0.750244387,0.772892569
0.647862614,0.610122091
0.710720104,0.673397835
0.804949408,0.707168215
0.72873953,0.794402843
0.792677312,0.718497264
0.712981295,0.659309881
0.661984555,0.688560843
0.636866071,0.61616227
0.834689296,0.745639986
0.781826103,0.673798138
0.671915488,0.592031961
0.802542016,0.808275205
0.80946936,0.67411767
0.624626072,0.682150873
0.803938298,0.740570979
0.830052598,0.781690786
0.675722638,0.605547959
0.688029376,0.551150634
0.735394538,0.776246919
0.793900657,0.735294488
0.734992447,0.727413799
0.70478255,0.693065635
0.755487216,0.745323036
0.739950485,0.635772342
0.81834866,0.721469458
0.747828499,0.6561137
0.684605968,0.731749449
0.792313009,0.797355773
0.76505626,0.59675862
0.719647089,0.737924993
0.729376007,0.725295249
0.693872485,0.645238911
0.709149072,0.598423807
0.76963014,0.762791614
0.775310986,0.697723119
0.658903153,0.672140196
0.82030227,0.769375697
0.783645903,0.679992694
0.856609339,0.738023071
0.751775515,0.734658757
0.690772757,0.739046967
0.624939071,0.780353735
0.819100852,0.807772474
0.71840509,0.748724007
0.695218336,0.615721052
0.680608176,0.625459469
0.737565784,0.695943585
0.812603547,0.720498779
0.607086104,0.603619739
0.785780396,0.788710042
0.705660136,0.699114637
0.702514951,0.723292286
0.745768654,0.644004595
0.598244144,0.749079328
0.702721052,0.751181107
0.738520891,0.670776985
0.576361561,0.663675604
0.80399026,0.734284521
0.757718643,0.699334242
0.67950278,0.762337389
0.698550314,0.657302412
0.814789388,0.724925944
0.782585842,0.72784284
0.815271253,0.684093575
0.778257561,0.689686725
0.774672535,0.832660854
0.794147516,0.785991605
0.872276227,0.860362049
0.812369118,0.795993846
0.870766972,0.845377009
0.822217432,0.805317166
0.80891241,0.682825313
0.803121208,0.789480111
0.816365036,0.840291678
0.778378843,0.884554215
0.524379643,0.672077901
0.806393804,0.801344506
0.76920149,0.778109543
0.890640425,0.884581844
0.774002188,0.800524239
0.825570259,0.813642152
0.83589526,0.826165724
0.825023189,0.815365848
0.810892855,0.817325879
0.842235531,0.830395118
0.778683159,0.886944532
0.864315511,0.849874884
0.724106657,0.744291404
0.8611731,0.847614388
0.818532202,0.713052716
0.724870825,0.676451921
0.879959093,0.79557544
0.715770643,0.726444176
0.831897079,0.595092707
0.822684927,0.809503637
0.737915783,0.795523989
0.831442569,0.74968039
0.814091545,0.811145768
0.848314144,0.834799321
0.836797924,0.853754225
0.79562285,0.780512401
0.837696274,0.81345722
0.690923906,0.765668174
0.879233634,0.861803746
0.811849077,0.802781043
0.754873622,0.735492464
0.75914211,0.685246818
0.73470258,0.818350534
0.639503478,0.792497386
0.759299215,0.703511565
0.860806786,0.844448848
0.822206393,0.818381253
0.852908079,0.80314227
0.793778618,0.803829517
0.703904204,0.800458882
0.818076879,0.806608682
0.825863453,0.817081618
0.827448856,0.734131274
0.734420684,0.767723364
0.862504721,0.840504041
0.863742131,0.847094698
0.823448455,0.812111758
0.831557203,0.815556998
0.654269382,0.737121522
0.858861562,0.837355077
0.688991672,0.827711375
0.836789623,0.822491717
0.819542762,0.886578011
0.838978807,0.774777909
0.697937029,0.638823124
0.837180465,0.797384678
0.896963541,0.885489963
0.874581236,0.703583095
0.762866106,0.727414913
0.81594528,0.80721232
0.835557854,0.819289339
0.755755565,0.811731429
0.835711355,0.616201651
0.852343128,0.777612435
0.830382715,0.816181532
0.740726619,0.655273273
0.859235218,0.849600545
0.8085061,0.790889468
0.795316802,0.784124623
0.835784134,0.828337946
0.803347946,0.7388286
0.849931429,0.846887515
0.817708937,0.779524493
0.835145908,0.792916821
0.768301252,0.837177422
0.807318966,0.797060929
0.793434571,0.813395403
0.891183884,0.882898281
0.876254837,0.863503182
0.744031777,0.780038161
0.926137845,0.913913948
0.826021518,0.619717547
0.827393593,0.812082563
0.798912993,0.793090076
0.558050451,0.72891466
0.706886184,0.68149071
0.84497456,0.826958793
0.863654988,0.842130432
0.816129886,0.802666868
0.84389994,0.731138482
0.836667299,0.836667299
0.835816943,0.818768578
0.814644278,0.803722877
0.864964478,0.848675388
0.666054833,0.697556819
0.671319497,0.618239174
0.835581127,0.828093443
0.716959236,0.748955697
0.507796745,0.445148002
0.834912379,0.824613529
0.805896997,0.79454775
0.878241898,0.867187099
0.834793984,0.827938771
0.80591494,0.859594756
0.847274729,0.832967926
0.876609574,0.862322367
0.864192632,0.851249345
0.803166919,0.799666739
0.779952951,0.765529955
0.837627761,0.821179206
0.859012293,0.691194447
0.818717592,0.766172025
0.816470453,0.813207272
0.796197755,0.742833082
0.844464872,0.833181457
0.815633585,0.812375429
0.829707541,0.789559146
0.852058537,0.840629933
0.872176348,0.865256744
0.816076304,0.80217745
0.76141015,0.757508305
0.88518346,0.868771261
0.855933503,0.841446339
0.845673643,0.845673643
0.726338493,0.849394854
0.77475028,0.793941386
0.811817669,0.794670886
0.396707091,0.29373234
0.823056346,0.819380428
0.837871597,0.820867041
0.817719735,0.815299943
0.818279649,0.804358189
0.819649988,0.811735073
0.845939579,0.772388533
0.806377553,0.800526484
0.834692874,0.822054913
0.712921902,0.808275205
0.91627328,0.861884805
0.797181169,0.796510478
0.73464121,0.803089013
0.839930069,0.829181041
0.843601842,0.830611283
0.831870041,0.792026165
0.840299025,0.802350935
0.872544715,0.772491545
0.776011018,0.798217352
0.819005639,0.76335879
0.827543062,0.815777124
0.83730338,0.823847365
0.825129038,0.77529069
0.873192016,0.864716941
0.819474085,0.809289285
0.829650484,0.827620971
0.770059349,0.811063741
0.804303778,0.775947079
0.820080212,0.749243292
0.732451181,0.763454283
0.752621708,0.770874172
0.729624333,0.818162909
0.843638302,0.833437246
0.831433035,0.834472238
0.773102995,0.68000861
0.831656118,0.826744082
0.856609339,0.799169233
0.825458183,0.816920317
0.812481987,0.804438048
0.825359791,0.78234058
0.790321572,0.727086917
0.811607703,0.713103233
0.830732755,0.830732755
0.844414007,0.834693952
0.782883406,0.835914848
0.879914176,0.857940371
0.736791975,0.818284189
0.810010579,0.799277505
0.827946588,0.821769654
0.843965527,0.833719145
0.84939902,0.836070729
0.808304661,0.797744717
0.824087961,0.843122913
0.834049874,0.777292448
0.727816501,0.835591198
0.789697053,0.775135492
0.866843488,0.853142131
0.799308473,0.792911762
0.814045385,0.804995395
0.790506807,0.681567058
0.787988833,0.751664632
0.803582547,0.730865051
0.820439404,0.808253067
0.844669931,0.783863458
0.794147516,0.733179041
0.872276227,0.860362049
0.726731154,0.709625729
0.642913119,0.801843389
0.822217432,0.805317166
0.834449304,0.824527482
0.628550735,0.789480111
0.769378502,0.633025253
0.887144363,0.757873503
0.829288125,0.821294354
0.788122034,0.783072736
0.821123654,0.812576978
0.849247984,0.761893637
0.85645156,0.815507846
0.825570259,0.813642152
0.83589526,0.826165724
0.594963323,0.82274623
0.783797088,0.756851926
0.749291526,0.725101658
0.901611637,0.83157175
0.832368344,0.757836991
0.819143076,0.737493121
0.8611731,0.727004001
0.83420548,0.816926063
0.796271774,0.782808975
0.721437261,0.869797842
0.799387784,0.78709155
0.831897079,0.830577402
0.747192919,0.682924773
0.779365436,0.63380684
0.758610123,0.813974585
0.814091545,0.791105803
0.848314144,0.834799321
0.85810839,0.832443759
0.79562285,0.780512401
0.823256497,0.758636105
0.820928958,0.811521705
0.879233634,0.590723683
0.822498101,0.813430067
0.836437846,0.817056688
0.62361677,0.684171517
0.844339639,0.727654725
0.847256237,0.834963419
0.796822532,0.80993501
0.817006405,0.778399333
0.789382438,0.763573465
0.852908079,0.842249768
0.817337149,0.685361405
0.758123871,0.610857519
0.750018336,0.609952414
0.825863453,0.817081618
0.858491426,0.847885008
0.776518511,0.826400593
0.837522917,0.837675286
0.863742131,0.847094698
0.823448455,0.812111758
0.809425243,0.818153195
0.8265683,0.795259244
0.858861562,0.768537672
0.783449923,0.533044603
0.772978201,0.709663063
0.821904353,0.532395891
0.804332796,0.823477705
0.815002149,0.858768449
0.736171043,0.762533926
0.795678976,0.849908314
0.874581236,0.775275037
0.82780312,0.749194799
0.81594528,0.80721232
0.770294929,0.819289339
0.823639698,0.748489019
0.794954006,0.820331585
0.7451464,0.845799734
0.830382715,0.816181532
0.808385439,0.794358798
0.859235218,0.849600545
0.733748447,0.720326996
0.668365846,0.784124623
0.81278188,0.800248937
0.929911905,0.452515503
0.807479868,0.846887515
0.862859938,0.846547459
0.734040394,0.825614204
0.746977415,0.698222775
0.803874786,0.68159434
0.81146178,0.728362773
0.819220206,0.622700023
0.876254837,0.717149731
0.856255314,0.813554842
0.614860339,0.8561077
0.844543398,0.844299622
0.827393593,0.812082563
0.629546324,0.67380071
0.783645242,0.797135945
0.785088136,0.738814243
0.7979209,0.690663455
0.863654988,0.842130432
0.816129886,0.787200494
0.84389994,0.830757512
0.677599678,0.677599678
0.835816943,0.806613
0.7642431,0.708097014
0.720428124,0.662782957
0.808369536,0.73445672
0.832971745,0.820014091
0.778352131,0.686038526
0.828773734,0.782189747
0.839079019,0.827395931
0.834912379,0.799882035
0.675970076,0.695394477
0.618753627,0.644611463
0.80362682,0.756505672
0.864519552,0.665674043
0.847274729,0.765627607
0.876609574,0.762307764
0.838047572,0.851249345
0.734830718,0.731330538
0.801612681,0.787189685
0.787160542,0.715539679
0.872619417,0.869093782
0.656847831,0.578080567
0.723213187,0.747452535
0.81930073,0.741740592
0.755799509,0.744516095
0.815633585,0.812375429
0.699285133,0.675197544
0.852058537,0.840629933
0.6868463,0.704288916
0.705497033,0.69159818
0.816956732,0.8077446
0.734283384,0.681071643
0.799455764,0.841446339
0.514950229,0.609363561
0.923072364,0.920216298
0.83072484,0.708562869
0.811817669,0.794670886
0.545306297,0.446279926
0.823056346,0.819380428
0.777180127,0.76017557
0.759696604,0.680944292
0.813807073,0.804358189
0.618554443,0.362341005
0.845939579,0.830846283
0.806377553,0.791551327
0.788067396,0.535134518
0.815130765,0.808275205
0.795796051,0.865046337
0.797181169,0.796510478
0.820457042,0.726280096
0.839930069,0.829181041
0.657095061,0.64770125
0.799749751,0.770041912
0.816242495,0.826407466
0.761576274,0.447455833
0.774448324,0.814482032
0.785796571,0.796567858
0.752295694,0.791661179
0.665374297,0.682280637
0.819470596,0.828032099
0.832953951,0.864716941
0.819474085,0.809289285
0.83940852,0.797958504
0.821959826,0.744419573
0.735300104,0.763656804
0.770841263,0.804703039
0.834375934,0.788137353
0.69297935,0.744542679
0.743935007,0.819199166
0.81259461,0.802393554
0.695748062,0.722948099
0.845613578,0.845613578
0.831656118,0.799909597
0.856609339,0.818331156
0.825458183,0.768096012
0.806867264,0.804438048
0.765938146,0.745180191
0.819100852,0.807772474
0.728121701,0.805961712
0.830732755,0.830732755
0.844414007,0.777903634
0.850173953,0.768624302
0.872507029,0.865347518
0.833948648,0.660094663
0.747238457,0.68509212
0.691756668,0.685579733
0.810535125,0.728086664
0.84939902,0.836070729
0.720502442,0.709942498
0.857902433,0.760415201
0.834049874,0.815825713
0.842702036,0.835591198
0.856893332,0.732773108
0.866843488,0.853142131
0.799308473,0.792911762
0.734179924,0.523212703
0.814789388,0.802904983
0.833281337,0.686279051
0.815271253,0.815271253
0.820439404,0.808253067
0.783520812,0.832660854
0.794147516,0.785991605
0.806979804,0.73602943
0.665475796,0.795993846
0.745985752,0.845377009
0.822217432,0.805317166
0.834449304,0.824527482
0.803121208,0.789480111
0.853150311,0.823195781
0.891950479,0.884554215
0.829288125,0.821294354
0.720749253,0.759294602
0.760631902,0.812576978
0.873642276,0.710386194
0.855130658,0.849240728
0.776520598,0.763815238
0.83589526,0.826165724
0.825023189,0.823481606
0.800291713,0.817325879
0.842235531,0.830395118
0.903329681,0.886944532
0.729228831,0.780547206
0.775749715,0.807493284
0.8164384,0.753179211
0.83420548,0.816926063
0.796271774,0.782808975
0.879959093,0.869797842
0.732797443,0.745095529
0.780742485,0.830577402
0.822684927,0.809503637
0.798995568,0.795523989
0.792625478,0.818243711
0.706463121,0.726147273
0.717707835,0.770703114
0.700560088,0.853754225
0.656876496,0.662879522
0.818616742,0.828374971
0.820928958,0.806249273
0.661246866,0.781317023
0.784926412,0.813430067
0.815052432,0.817056688
0.819069649,0.812399377
0.844339639,0.83762898
0.774085945,0.834963419
0.826067315,0.80993501
0.860806786,0.844448848
0.83319831,0.818381253
0.818540946,0.842249768
0.816831666,0.803829517
0.815253072,0.800458882
0.818076879,0.806608682
0.687623203,0.752311724
0.822314401,0.847885008
0.843042605,0.830751536
0.862504721,0.851580565
0.846805564,0.847094698
0.68460941,0.812111758
0.811101067,0.826392472
0.8265683,0.813305795
0.858861562,0.837355077
0.732774333,0.827711375
0.836789623,0.822491717
0.871059047,0.876314523
0.838978807,0.823477705
0.53168093,0.817946846
0.837180465,0.830893589
0.8493935,0.885489963
0.874581236,0.853157783
0.713309337,0.819219297
0.756950411,0.80721232
0.707796878,0.819289339
0.806780825,0.811731429
0.7006234,0.794942653
0.699510929,0.730358091
0.786364468,0.816181532
0.808385439,0.794358798
0.859235218,0.849600545
0.8085061,0.792987059
0.744882686,0.667384959
0.778693647,0.828337946
0.753797193,0.911360635
0.80754126,0.76560391
0.793594539,0.846547459
0.778203123,0.825614204
0.848445286,0.837177422
0.765523659,0.797060929
0.818277225,0.813395403
0.71742086,0.798454599
0.876254837,0.863503182
0.73842386,0.84237864
0.798730849,0.913913948
0.849773466,0.831602731
0.827393593,0.812082563
0.798912993,0.793090076
0.812985824,0.841864785
0.823612311,0.809874761
0.802288361,0.826958793
0.830086612,0.684307324
0.816129886,0.802666868
0.747290805,0.830757512
0.5776566,0.766902332
0.70156241,0.560042473
0.762128828,0.763285255
0.863862473,0.848675388
0.780874631,0.795603266
0.832971745,0.820014091
0.836598777,0.828093443
0.789955185,0.796148301
0.839079019,0.827395931
0.760554844,0.824613529
0.805896997,0.79454775
0.84211095,0.751705866
0.834793984,0.827938771
0.727716799,0.859594756
0.847274729,0.832967926
0.73336069,0.862322367
0.68923086,0.851249345
0.803166919,0.780196467
0.768014303,0.787189685
0.837627761,0.821179206
0.872619417,0.869093782
0.818717592,0.754759478
0.789943994,0.813207272
0.81930073,0.809937424
0.722233587,0.833181457
0.815633585,0.812375429
0.720025502,0.811918639
0.678678222,0.819447931
0.765636678,0.865256744
0.618034297,0.723108197
0.816956732,0.8077446
0.76601195,0.868771261
0.836968688,0.841446339
0.845673643,0.845673643
0.923072364,0.920216298
0.834970419,0.831718694
0.662811632,0.794670886
0.668643456,0.797118274
0.823056346,0.674726529
0.767984096,0.814818886
0.817719735,0.815299943
0.818279649,0.804358189
0.819649988,0.791150449
0.845939579,0.840403737
0.781258487,0.800526484
0.834692874,0.822054913
0.815130765,0.712604381
0.91627328,0.905935788
0.684112733,0.644291216
0.74257668,0.807592471
0.800360182,0.829181041
0.68374881,0.698640476
0.838622463,0.793821291
0.742212792,0.826407466
0.872544715,0.857205263
0.796806309,0.814482032
0.625801765,0.704545258
0.827543062,0.800701204
0.817899034,0.823847365
0.837879554,0.783616755
0.757985634,0.864716941
0.819474085,0.809289285
0.810010383,0.803168493
0.69999309,0.661980453
0.804303778,0.804303778
0.823190611,0.804703039
