RAEKE+AD,KSP+AD
96.66600945259898,96.39506855720725
94.99710773118343,94.23041498378846
96.19030980085522,95.82620428176433
96.56160126612419,95.78721078717663
95.60514720470897,95.52106103421757
95.64403604493756,94.55323522867639
94.67291398896403,93.02918465888855
91.73714948755813,89.80225230926506
93.99337865690009,93.33692210520806
97.52815783263104,97.11147568904505
92.71546967715119,92.26336510479277
94.32845083293489,93.05851172929856
92.42264274863928,92.39887908964967
94.80802624291056,93.50814385970882
94.15041023908145,93.05831367482465
94.12825504283649,92.15051389953176
95.793573744333,96.32541710238225
96.06684490152084,95.6504617791524
94.8340461887108,94.267332892854
95.4554064383312,94.84413908861899
94.42552708776611,93.4591383061891
95.42948574949897,95.23186299642538
95.81841771330055,94.53301639901316
92.63081557508633,90.9784633560878
95.00710671781137,93.56317575805365
95.74010489651144,95.38994986927261
96.87900141404671,94.49459901423441
92.62931588210806,90.96100971765306
93.7167651465671,92.10887133357994
94.66434904728168,93.4457446091477
94.36560663078606,92.8602981635736
95.25304807949851,93.86006517139249
92.57353301137613,90.29991895450723
94.00276357729733,93.09110591755322
95.63125956925967,94.31182517352575
96.46814751591485,95.24940691455986
91.5353819676088,89.28513472697631
96.00245006187298,94.50685226260755
93.67905409230745,91.0917998678298
94.96194091853624,93.31000172948592
93.51756187495025,90.59327740528714
95.61132930374366,93.97258884986465
95.18615505886935,94.46306615898405
95.32721325185476,94.83622453587576
95.96479920857685,94.93786406371572
93.8776125983187,92.74281847476632
95.54077041616907,94.79222843183035
92.45135642631512,90.21280002386642
93.78852703822037,93.01532552839788
93.74462946297287,92.77332774482905
94.95201920089883,93.61425974469786
94.90662364617728,93.87388205474952
95.01891379121471,93.89653394739358
95.6579147268758,94.10526132788522
93.58100834436064,92.93875219896582
95.53344694529359,94.9139930897743
91.54475104584733,89.14007862139202
93.70941959721827,92.89756105270929
95.06467894599184,94.6341332495619
94.76775721389055,94.76499344473471
93.14254004679762,92.56600865559923
91.63935212639794,90.74380078292327
93.55429715386792,92.1058372878141
94.52718212222719,93.66126528358767
95.36609192724607,94.53659066001873
94.80616846394832,93.47118496279306
92.28698281854928,90.0354150902064
95.80498804853822,94.18447045433446
94.72383767795006,93.78312210386323
97.60436842292162,96.56083938643361
95.55373703502312,93.92148520171129
95.20399453066194,93.70320069185479
95.63060573866956,94.45545788743358
93.6555089791487,92.98867182947181
96.44302259007823,95.14728282711185
