RAEKE+AD,KSP+AD
97.07704642201276,96.39506855720725
95.99353439473862,94.23041498378846
97.9724347608531,95.82620428176433
98.43730601800912,95.78721078717663
96.50413544603036,95.52106103421757
96.89116276068822,94.55323522867639
95.64100317907393,93.02918465888855
92.86467361893808,89.80225230926506
95.51511617271697,93.33692210520806
98.17844304800117,97.11147568904505
93.97803491269042,92.26336510479277
95.32295523305375,93.05851172929856
93.91786915865494,92.39887908964967
96.14478331635333,93.50814385970882
95.27785373720077,93.05831367482465
93.96723001491962,92.15051389953176
97.81582432048963,96.32541710238225
98.25198468844238,95.6504617791524
96.27365819104466,94.267332892854
96.78914151180237,94.84413908861899
96.19246768582506,93.4591383061891
97.65971894957677,95.23186299642538
97.57952121609229,94.53301639901316
93.99788735177802,90.9784633560878
96.84401660319266,93.56317575805365
96.72491575840262,95.38994986927261
98.02748975439958,94.49459901423441
93.75768741469234,90.96100971765306
93.7678989887363,92.10887133357994
96.3672887697845,93.4457446091477
95.14756112018598,92.8602981635736
96.39282937865359,93.86006517139249
93.16877748465755,90.29991895450723
96.42688482534493,93.09110591755322
97.05791117176494,94.31182517352575
97.4194101746142,95.24940691455986
92.38461784600246,89.28513472697631
97.03626119489687,94.50685226260755
93.52385335982632,91.0917998678298
95.7925185477275,93.31000172948592
92.26908140138482,90.59327740528714
96.31241008737031,93.97258884986465
96.81830384968428,94.46306615898405
97.84741863016934,94.83622453587576
97.25753317676352,94.93786406371572
95.90706856315215,92.74281847476632
97.10821184436537,94.79222843183035
92.51888473655288,90.21280002386642
94.30251339697791,93.01532552839788
95.17563468349599,92.77332774482905
96.52729999494319,93.61425974469786
95.28231877946635,93.87388205474952
95.90817769793321,93.89653394739358
97.70147535131356,94.10526132788522
95.12742241996729,92.93875219896582
97.2544109401488,94.9139930897743
91.5627199468987,89.14007862139202
94.35313813677637,92.89756105270929
96.80062811017261,94.6341332495619
96.44476832829444,94.76499344473471
94.59375120629451,92.56600865559923
92.98121810099548,90.74380078292327
93.81222366771576,92.1058372878141
95.24799082508855,93.66126528358767
96.59729962454064,94.53659066001873
96.50232360912268,93.47118496279306
93.37221438315332,90.0354150902064
96.07520491941102,94.18447045433446
95.70425442479086,93.78312210386323
98.29217874102831,96.56083938643361
96.5966227318383,93.92148520171129
96.22823511394635,93.70320069185479
96.05828773819916,94.45545788743358
95.56486048089853,92.98867182947181
98.22084831807682,95.14728282711185
