RAEKE+AD,KSP+AD
97.21785553367945,96.39506855720725
96.25348409443228,94.23041498378846
98.02846865945517,95.82620428176433
97.55255383859404,95.78721078717663
96.78041653295372,95.52106103421757
96.44605262614611,94.55323522867639
95.35123560381123,93.02918465888855
93.48333628710081,89.80225230926506
95.01303332765598,93.33692210520806
97.87702268401631,97.11147568904505
93.6740956992249,92.26336510479277
95.85014570610389,93.05851172929856
93.88127074633854,92.39887908964967
96.43392067580542,93.50814385970882
95.57091103450243,93.05831367482465
94.69393861422073,92.15051389953176
97.5705776278878,96.32541710238225
97.98699734545924,95.6504617791524
96.471905756381,94.267332892854
96.90113599819344,94.84413908861899
96.47408151497545,93.4591383061891
96.23601321107746,95.23186299642538
96.55994517001454,94.53301639901316
93.47180133015146,90.9784633560878
95.92905643265946,93.56317575805365
96.51536704437731,95.38994986927261
97.73505363701899,94.49459901423441
93.47256172138103,90.96100971765306
94.08292036986356,92.10887133357994
95.95362459215356,93.4457446091477
95.23835110228681,92.8602981635736
96.25068474768301,93.86006517139249
93.11570038285076,90.29991895450723
95.67410210485106,93.09110591755322
96.97008972348118,94.31182517352575
97.27694249198113,95.24940691455986
91.86335862617527,89.28513472697631
96.47882645246573,94.50685226260755
93.61508030812601,91.0917998678298
95.99325742256879,93.31000172948592
93.8064651782551,90.59327740528714
96.57268587753319,93.97258884986465
96.4177803956202,94.46306615898405
97.38409345537215,94.83622453587576
97.73708316247432,94.93786406371572
95.16649909216875,92.74281847476632
97.34891057423997,94.79222843183035
93.16707431353844,90.21280002386642
94.73441105919437,93.01532552839788
94.12988125562207,92.77332774482905
96.41404873151137,93.61425974469786
95.40588792670698,93.87388205474952
95.55366195612501,93.89653394739358
96.95814914822138,94.10526132788522
95.77343496372073,92.93875219896582
96.74344665686178,94.9139930897743
92.41913172940431,89.14007862139202
94.5825027853151,92.89756105270929
95.85303534197391,94.6341332495619
96.01416533159211,94.76499344473471
94.36275728207463,92.56600865559923
92.5829944960747,90.74380078292327
94.2382267363052,92.1058372878141
95.2217585551144,93.66126528358767
96.32091776612549,94.53659066001873
96.18381237535132,93.47118496279306
93.4570555009453,90.0354150902064
96.08258451148639,94.18447045433446
95.96032113742919,93.78312210386323
97.63739032437866,96.56083938643361
96.67350690056621,93.92148520171129
96.49557426887822,93.70320069185479
96.0784434702218,94.45545788743358
95.46803238146921,92.98867182947181
97.66211085740429,95.14728282711185
