RAEKE+LB,RAEKE+AD,KSP+LB,KSP+AD
86.35977819516565,92.73598551905712,84.05767078477297,92.90536160870242
86.95810408963628,93.5975582891052,82.18259577634205,93.44907695124306
86.76553916524223,93.39818672190468,80.53201706076297,93.27404165902838
90.34658670016482,95.17216095011915,86.29160550648692,95.17216095011906
94.38874550325119,96.87907715269759,92.45775194751046,96.87907715269756
91.64348839340816,95.81018484177348,89.2773023690044,95.81018484177348
95.3619714157154,97.27776155710698,93.83951211670949,97.27776155710701
95.2534755783161,97.27193709049884,93.8588996094882,97.27193709049877
92.80263506561536,96.1972628664571,91.14327366048128,96.1972628664571
91.6406466984995,95.63718688945133,89.86336903127328,95.63718688945126
91.3137756707177,95.48171224381278,89.17041732794306,95.48171224381278
90.93534908182139,95.31084666978586,87.64437468296946,95.31084666978578
88.35404113625002,94.21185535089516,82.60799268136162,94.2118553508952
87.71031522504367,93.98213815459087,83.08219312483611,93.98213815459096
87.10728795987043,93.68199344849907,81.74099360343374,93.64813061732008
90.16910197309174,95.12838469177862,88.90089852534385,95.12838469177863
91.07636706476208,95.31521313115209,87.82405800887192,95.31521313115209
86.3021539924698,93.1220333317498,81.16474445247276,93.04042925897159
85.78944325227691,92.1233261566712,81.59938710723264,92.23448053175737
85.00532320800474,90.91004805141115,78.29007591345734,90.79967630250651
84.59688396597727,90.65146356817736,78.95757403756598,90.77649140164291
86.20487939771702,93.07600951868777,81.43660269358585,92.97240111439649
84.47776099194589,90.74060610175297,81.1867400434235,90.92432772113686
84.13248963604495,90.10219093765038,76.38248066867264,90.50590774776633
84.35453682680895,91.06861028601561,81.8234535831965,91.52198084484729
83.14021186304514,89.6419764064481,74.60252206967472,89.71245989988628
84.490792996105,91.68908639231795,78.41876942377286,92.00748884432147
87.36471530825312,93.71805958162047,84.22752428082596,93.71805958162038
90.37240197149401,95.10905774600666,86.45958792114783,95.10905774600663
91.13239535953798,95.41130722594468,87.41770972011987,95.41130722594465
83.87684526634224,90.68722407814495,78.74649925885504,90.77189444272
81.60998194796142,87.09374120030265,73.1389361816565,86.20626584056929
79.56853206060921,82.97239821017732,68.67550934827665,82.54568343441086
74.37350971201523,75.244780185664,59.48752144587874,74.89511218172007
75.83284379281613,77.77342004237093,63.13025362646585,77.30095625949875
75.67409793719403,77.61079152772183,62.424367847102566,77.36045417242963
73.09268140205923,74.37322070756784,61.11494407888558,74.94103056650475
76.68987605875847,78.07567306770656,65.51744749488736,77.97918967397189
75.79439335656399,76.93454722458206,63.61983606096092,76.21037411471272
74.6724661387683,75.37322674962597,60.220955465669604,75.18304554183024
80.4868899514349,83.96002483520746,70.56877951320914,84.93904535668034
73.71926662032618,74.69428562344477,60.737553640945954,74.83470959428907
78.01901861095521,79.85723884824829,66.18520422240789,80.23949701518474
79.13458515167791,82.83047217059739,68.27235818088114,82.7920640732134
79.33499887293141,81.63912353160588,69.64198815486597,82.26641855811499
82.34218144694593,85.79913010306925,74.30004749206563,86.092704401829
82.70875200369923,88.55340380167203,76.46978804551969,87.48218839762048
83.01489738481213,88.83738185724008,76.43108146888436,87.8576078355053
83.11408834318412,89.35152304159861,79.00128933103746,89.03435207132043
82.4944133386037,88.2398935917401,77.31690612520613,88.12217370804733
82.47948078377819,87.07582668815536,73.99795217164635,86.50462858411439
87.20948156952359,93.7318066133772,83.5526963922965,93.53402487620566
89.06211083446298,94.74718605042621,85.17391970886331,94.74718605042625
85.91028796758113,93.43453817411259,84.83395988794645,93.43453817411266
82.74241538570595,89.11938588556701,79.50671331211726,88.89270440783181
78.35432752204493,81.26272224138539,73.11319533934483,81.86248239222382
75.61667518438112,78.70906110758472,70.36466842611013,78.63115849697213
75.18097165479743,77.50551507440328,69.30065842140353,77.38973127206438
72.81538947440872,74.35402450028012,66.38295842859146,75.1163697340806
73.59733158384483,74.55832966585373,66.55685542037546,75.17059848944582
73.32680001716408,74.26692103612635,65.7851498040296,75.4022651829781
74.29879588350805,75.31045890628072,67.04122792785486,75.04157955282815
74.03568254062178,75.17218404938455,66.821693692673,75.79825731423473
78.39905918147662,81.35319042037865,71.59320410473,80.15969446287508
79.32638560030576,82.01328585788146,73.39501114333751,82.70761214461099
80.07385354562416,82.8403450989192,74.62975102857189,84.4228011290527
79.97334549722063,81.94284919213764,70.68109596132444,82.9183241667668
80.30914085920881,84.24155817631035,69.96025907570599,83.53022584472241
80.014949697494,84.19762860925229,71.78433102162228,82.1896829657204
81.6230928737941,86.30824734414153,74.86758298250182,85.71509214220906
84.43340560884354,91.23046761432741,81.22929931628816,91.05652152321623
84.20063492607109,90.71573162262115,81.2725625477727,90.65067789508689
83.94324596634702,90.70506641815483,81.70605825498583,90.39068679778414
83.68852764582742,90.7349142453413,80.97470668309289,89.9678955471972
86.46588357453574,93.61843820097431,85.06007307413614,93.61843820097432
88.25379187000401,94.32296750102066,83.99656119993838,94.32296750102071
90.11474168095792,95.14054464286485,86.35838525990088,95.14054464286484
87.44953392027672,94.0513648090526,82.98265241428953,94.05136480905254
84.3345387588993,90.32229918447146,81.35961424894703,90.87795801327798
78.08149155288156,80.53832044426255,73.05128364698379,80.87440616004066
74.8751724399734,76.87411256078609,68.6800312200651,76.41678714285221
75.01340007052224,76.7517299647946,61.69550952708857,75.56493443561406
71.09176745795894,73.1634740237386,58.66739214825175,71.99042000642262
74.03010756429507,75.31547119319093,61.53225689387126,74.85397967674942
74.7419224537542,76.24982289945697,60.80037839620294,75.39796946028632
73.78839731561197,74.58699959805335,59.44349252108692,73.96436676474262
72.89407847798063,74.28743423532796,57.79123197874586,74.73187009839002
76.1119981866449,78.04749516294662,62.187976236507595,77.0190949818954
77.59056659981022,80.38744662048694,67.22541474566387,79.71178374247081
76.98385419125378,80.00992367665447,68.60607507448721,77.87783270331893
77.4648636770837,79.90797937399878,66.0138052546189,78.9844998002199
79.39032111193241,81.89291810515499,68.51307846480293,81.80240135362838
80.9952229835884,85.49644433165746,76.52190101761317,87.1865841499453
81.01948022625504,84.67673070252721,76.69827688826985,86.00072380559996
82.49489902289889,88.18916258159713,79.00512348019195,88.25950390895144
82.20186066298733,86.55046994653627,78.68950944868914,87.21912960786118
81.3714835743146,84.91739589031782,77.83885309511008,86.79389003042584
80.67600599896555,84.38498021011682,76.70820428393729,86.78306643179258
80.62782914865461,84.11803395164645,76.22055646584428,83.89444656802706
84.95729663803007,90.5993456517828,81.3725100667285,90.63814954254256
86.11051683114648,91.73021395753513,78.79042305439941,92.19239917192252
85.53230528276796,91.42291747349415,78.24317383517356,91.50005454580446
82.09213645960428,86.4384089735688,79.06358656902512,88.34367825330409
78.30058204664995,80.9961265266331,72.76059097142067,80.71840314109684
75.48183248386357,75.72535473275886,68.27464644385273,75.92137217473328
74.85284990460829,75.0187806124734,67.92433116690972,75.19193054454642
72.51270711970021,73.7660910497515,65.21695818816147,74.06396545579022
71.55070235389213,73.31145817935494,63.761561069844376,73.82608092689937
72.54079680357417,74.32417898467327,65.86097811520442,74.44974950911259
75.44656467976188,76.86329200476601,68.06829625142026,76.48854672085487
75.0860577115231,76.68930560258848,68.28428517132913,75.74257581398938
78.17431842659079,80.77037126100038,72.14926042754962,80.67537615475753
80.60600824382374,83.07290754019535,76.02034840221089,84.8515460502523
79.66402255362117,82.04453845546563,74.29274166105884,82.9090803917106
80.50454001606941,83.26005327254927,75.46303735352701,84.43434820616297
82.41718196871936,87.31017297517486,75.76421465396572,86.61460630411726
81.5119299933544,85.40423522556215,73.28087171874172,84.26075318137815
83.26774808280717,87.81795303411948,76.19668772897599,88.33335606898231
82.60193352151425,87.65546549403524,74.99947876743668,87.83254333188958
82.14703511154718,88.02092681369345,75.34837562772016,87.94368104858148
80.54509056623206,84.63633514406547,72.96251475337895,84.94539425414683
83.13043845629326,88.28334966337003,76.672285386402,87.10511418529374
82.41827027509918,87.13843409571183,74.08188948740514,88.36003653999012
86.35409669007616,93.64375951125311,81.73708138866127,93.44846969996935
91.57872358757858,95.57853313360852,88.98408625581557,95.57853313360853
87.7820923889735,94.02364727215755,83.11639414452266,93.98814815638072
84.24621976333427,89.23548407648556,77.39810710861352,89.90029592532433
80.5887962405784,84.36855859928781,72.46352582070031,83.1115291037345
75.48688383829781,76.6440728209908,64.40546977181506,76.34635483399043
78.4411120189857,81.28584180616697,67.78326454276416,79.30877253975366
78.65018973706867,80.8559964679022,66.95738423330766,79.03577605802353
76.96602127774844,78.46187674659632,63.133209792166234,78.17578887827872
80.03604183184969,82.55634031963444,69.34903758050345,81.51901776290886
82.36922108916033,86.37646980653668,74.37400737500592,87.22971470143551
83.56768180024075,86.34393987869247,74.78538338477595,86.98543883700563
85.76565131983584,91.88096250691491,80.76945201895298,91.57241329644695
86.83075393993988,93.27088632925799,81.48366074902601,93.16426300607775
86.47158076849605,92.98985851384568,80.60788025630134,92.92831594881157
89.26496656102698,94.51882119782286,87.07064471641401,94.51882119782282
87.6487351559413,93.92983274299829,85.18707768187372,93.92983274299822
90.53893493392586,94.97866519876472,88.25898177163526,94.97866519876469
89.00560156954162,94.3397061123952,86.61005477705768,94.33970611239516
89.3004517258587,94.59751079001704,85.5937052347448,94.60232380859046
89.68464695361888,94.68821235000809,86.16086126538623,94.6882123500081
86.06305783392784,91.70360464106786,81.4824621536297,91.71002885038185
88.35655878379679,94.20225429070311,84.4228447330899,94.0162815967643
88.93207675058537,94.43318286325729,85.45265747516436,94.43318286325734
91.25455690784017,95.42291547210235,88.85239426395958,95.42291547210242
95.69449530863771,97.45762134679646,94.17958979858577,97.45762134679656
94.64498322701121,97.00136923290094,93.01047381423201,97.00136923290096
93.30209062654696,96.41895144548978,91.3126715967001,96.4189514454899
97.47642546357534,98.28469972921495,96.63599710211706,98.28469972921513
94.55229427124175,96.97382933882547,92.93663899298035,96.97382933882544
93.307250401512,96.34964483848213,91.72930829235783,96.34964483848202
92.74735698620937,96.09812801032994,90.99314890296701,96.09812801032993
90.64979423422366,95.08004192594827,87.05794453138475,95.0800419259483
90.05456422268773,94.79895699627183,87.11877654729486,94.79895699627183
91.02125913604343,95.25829543468073,88.63108964852475,95.25829543468069
91.41360965927066,95.46286439487363,88.39423138239492,95.46286439487366
96.50989494861527,97.81340409744521,95.19614770260686,97.81340409744527
95.69445103148196,97.4154866858235,94.16576460679654,97.41548668582337
90.85043060733332,95.16616266274424,87.44468138077102,95.16616266274424
90.97326980247063,95.22964340241413,87.69411256018333,95.22964340241413
90.57751280365525,95.04523510446047,86.72266602965684,95.04523510446042
86.56549310841667,92.61945032474102,81.22056105972845,92.61945032474104
90.74905077515761,95.12377109273487,87.02712693785251,95.12377109273481
90.29879836216645,94.89393319637342,86.1090015195803,94.89393319637347
87.66832890870313,93.80487823945597,81.4150535860021,93.68747230760125
86.41161130566309,92.51830754645796,80.68381645446283,92.51830754645802
87.05169541401689,93.26179197022587,81.89043430694718,93.20626043709673
87.39255657715591,93.5989540332306,82.13372917688972,93.47682776817152
91.59630887055268,95.55796169611882,87.65081155002568,95.55796169611884
95.27995405038875,97.22557055239508,93.32749456061259,97.22557055239507
92.67686108593838,96.0735683137226,89.92445433554246,96.07356831372272
95.82597098021712,97.48053989419576,94.22693834553318,97.48053989419569
95.75460802898986,97.44573507616472,94.0204820865441,97.44573507616474
93.55040226544466,96.5935890584723,91.56933238378662,96.59358905847236
92.332167931006,95.99577283404979,90.20258601017129,95.99577283404979
91.82818866673256,95.74277088371404,88.17273450465427,95.74277088371402
91.38497581405191,95.56758830084542,87.68228469859297,95.5675883008454
88.97612543627902,94.54063866098052,84.5415146620694,94.54063866098052
87.71055151195296,94.2911021363009,86.5780863833315,94.2911021363009
87.06842180929422,93.98056405552336,85.66478305398157,93.98056405552333
91.1864264760531,95.40708885882725,90.1765741182718,95.40708885882715
91.77617108453255,95.68521095226144,90.95673637530703,95.68521095226141
87.05543985494474,93.71089027248688,82.30380726876545,93.48094269301181
86.30909366091838,92.81712810464329,81.22037983623524,92.7707997559853
84.5700202549718,91.63506988633463,79.7655457293687,91.79295978318166
85.03009641572896,91.33223797153292,78.09085130192882,91.44791555486805
86.70127002433061,93.43523291002859,80.07201967681873,93.30754053944779
84.18561848052873,90.66723142255707,78.02224635376005,91.25482564190669
84.56080432240903,90.2300073799357,79.24951467481569,90.88567421155584
85.39249489076369,91.90463817214341,77.8425654106292,91.44395003068101
83.78239550550134,90.09752554981202,81.05697008918882,90.68242234306757
85.15518832359338,92.35515972427491,83.12272039513653,92.41012728213069
87.80126389050496,94.27560193611782,86.70956969964466,94.27560193611781
91.0598410202665,95.62234308481517,89.93540198528672,95.6223430848151
91.95163229864612,95.81187939659293,90.91099444762364,95.81187939659284
84.98157756445991,91.0390992859719,82.0526099187152,91.41729716866365
82.67125497654192,87.71265537889896,78.68098805022751,88.35888954279916
