ALL+LB,ALL+AD,RAEKE+LB,RAEKE+AD,KSP+LB,KSP+AD
77.09250893409703,83.75578294583775,77.88118752709889,83.5669641097443,75.02947310622736,80.80194440982568
75.60108474498782,84.37496459380502,81.2715570890342,84.95847708425684,75.94211000614922,80.81803139563513
77.51203574833532,85.16328466843895,80.81881544841004,85.7509163281737,74.77089518946741,82.44400494753121
74.81467611520482,83.14170649771219,80.22710770287081,84.00667723879488,75.83878814300188,80.77894955933955
77.70720977213365,84.34909622805911,79.15945839653948,85.1397815202036,77.68019001684065,81.94877415449899
76.76730309155855,83.14697314867429,78.90745801189661,84.74852967314371,74.08627085011965,80.81399261668497
74.84959130773919,81.642708809932,79.08140513298903,82.27965390449604,73.91048341579872,78.72679153312924
75.44967891002233,82.63812875009951,79.09992744511808,84.10058094172548,74.17206684787595,80.7821588371335
73.9164093072509,81.92303760173246,78.95383197317109,83.33971493045763,73.26894320624456,79.55893535470595
75.48872480557553,80.25637395457825,76.80796814070973,80.78289846167088,72.44748851406514,77.70484860292495
72.73962577914921,80.27247591680579,78.87600769181066,81.98106144899167,72.04473022144278,78.53762041750473
74.56955994569482,80.50550855429955,80.3515563685199,82.37618682889024,73.3074243079694,79.47040573404244
76.14946413018053,82.27083340130459,77.20804112025529,82.14655219717348,72.66305898498572,79.55299613525804
77.33805838299179,83.02979486796853,80.27402760676915,83.03532626620797,74.3708973096297,80.25097778320149
77.62969547356866,83.87366074598273,79.42052367827034,84.35901952413653,76.5269553074383,80.98692608706962
76.84183872884743,80.07168336022394,78.49453187939002,81.93950868716124,73.03174894131463,79.05941194265728
73.01196427120156,82.21837871036193,79.09488072597661,82.15620998113833,72.08293515183277,80.0327345802995
73.76175555931248,82.67139639466052,80.90037977169364,82.5045161632604,74.4094893458836,79.36229053352623
74.48190300810501,80.81180642494022,77.46888987526268,80.9727655112663,71.7460813544286,78.34947453927136
73.38337372595659,81.42888225291895,79.25274944230797,82.33292948334193,73.2475148152295,79.26380280908005
74.7005700616621,82.53882109239015,78.63642606424419,82.926349786551,72.25237559113495,79.54709590619444
76.341028944512,83.11892356340053,78.41462939639943,83.8840092628819,73.39972598115463,80.99888197908672
76.64554414056141,82.02355500783305,82.14145009035481,84.10535969217403,73.07131309007704,80.5189468073095
73.49294360242156,80.49333010652879,77.80585198926022,81.21699470986049,71.97155349240168,77.44628000460648
74.11341957306993,81.60932860903249,78.96734133313417,81.7876905501038,72.196359198004,79.74987344665911
75.59175120268804,81.1090744294336,76.40707002307268,82.56720015461896,72.11362917947662,79.35618483452393
74.89334638489962,81.25732297409898,78.82450432474215,82.58154004382497,72.53184842704869,78.6304178667496
72.93163969717669,79.77640281105997,78.2895476428725,82.12832882252329,72.14784644376702,79.15535565797069
70.78879320597628,81.94089073149327,79.89974478201282,83.23182133878579,70.85789657097224,79.75696473974321
73.64740841221973,80.88696205341944,79.27760296902969,82.221961120176,71.40777125020703,78.27358232219507
75.13900385407773,81.15481914508953,77.72657787575157,80.83139379500709,72.47170262984841,79.28641014281608
75.03427187040371,84.5162660459678,80.70399453319041,83.92204542263306,73.03934208183517,80.65887094402487
71.71767842134416,83.16802652096588,79.50143256792185,83.63142737554392,73.36942349951585,79.33826558156774
75.51332749336929,83.26425260619035,79.86899086807585,83.35948187488489,72.89791243773962,79.52512383342403
72.10412849061426,80.22906974739453,74.99614415653151,81.16509937488236,73.34263523306596,78.33874581141164
72.68881115857123,81.44237202119416,77.84364293194331,82.58485487649682,72.6706111575058,79.6360265783602
74.2485194955972,81.06017886865683,76.71515934620274,82.515352229978,71.942476284123,79.7157982033222
75.46752632936146,79.66554920223128,77.3534018584758,80.60954122741457,71.54261660797462,78.45374693808044
75.30971057446524,82.0015864614698,78.14513326441438,82.98193902407672,73.45435231743225,80.39969161280486
72.40051896381861,81.3810799140486,76.99387897669659,81.79527553167767,71.37263891912521,78.40274250078411
71.32033162340463,79.4514252964967,76.90903730078807,81.66000520981828,72.2530447562008,77.97027601146905
78.94266137726895,85.22403483945466,79.41899617857118,86.69774878250209,76.30669614340366,83.54464544739079
77.31266159543937,82.37442462356275,78.7634690447609,83.06962165018716,71.29028553326549,79.07095133688212
75.44474512764033,82.06871772496653,78.89624084329299,82.6570186244859,74.13761914721172,79.12406925219628
69.65463408970217,77.09122007822461,74.48435413509803,77.87879532287008,65.45021345944852,75.0951171860157
76.02273442435374,81.49232120067647,77.96617158022981,81.71393380554989,70.76675396221636,78.32685484321955
75.4180545787806,82.33686605617805,79.64856302381975,82.94700565464692,70.96358531932677,79.32960408365581
75.00999071019558,82.60879669003981,78.32398414578624,82.73459330847508,74.60876837088996,80.25732925417616
70.01952183429341,78.53283542673918,77.75093054893377,80.31984540517189,72.26902302824315,75.20736899255095
