ALL+LB,ALL+AD,RAEKE+LB,RAEKE+AD,KSP+LB,KSP+AD
73.36962563225484,81.74643754054185,78.72379679154083,82.31273277973315,72.88100990205163,78.73304812989592
73.34644131819891,81.37312690468917,76.82203374149411,83.10847552017708,73.64631041863758,80.82509934259903
75.37379442665097,82.81214011148981,77.336097729165,83.20920962565778,74.57112319767096,80.81279008542025
73.4690623461054,81.8940184375032,76.14268850374306,81.91885975576392,72.53130940304385,79.76779561566174
77.97156754228311,83.68029240250682,79.8414312543023,83.90647066381062,74.48849095275496,80.52279331915521
76.93641607453691,84.66616311403502,79.56546341668617,85.4452589601565,74.3661662985327,82.56965338070344
72.8766180489086,82.19550724591241,78.29956797148363,82.33797928486445,73.31225121277785,79.98297032785567
68.7806978551972,76.78005038855513,75.2888344740843,77.08313168667502,67.38183491708813,75.32435752457668
76.36866307138483,82.91453600510653,79.44203184166125,83.46074345144729,75.04162563528408,80.01986736182761
78.77017432901813,83.52264472329067,81.53197152849296,84.20476155843566,74.61732841636042,81.79682746458222
71.4440166974183,80.67425174476797,74.78897462141637,80.55339076763734,72.22866901829708,76.65087172664889
75.28568427223698,81.97408603198198,79.61219668077828,83.3375766603934,73.52248713496749,78.00480169083947
75.42646602168716,81.81825678314706,78.79020334378349,82.67792807648348,74.79238947174564,79.66478468900962
77.95310965797107,84.5716049326831,80.06325053066654,85.02054072950706,75.52880427029808,81.18589171799778
72.57226270475213,79.60840396347184,77.37970342414438,80.18736997787892,70.83782402777194,77.42668530555208
75.40913216107325,83.37619749445176,78.43578197023885,83.25282632580529,76.73837926286701,80.47193689380143
76.32710720366062,82.113949000357,78.7421928254766,83.9127218526924,72.45289241735715,79.8665438043084
72.90926579887433,82.0451076077547,78.54068501131378,81.73956213480848,72.46037689999423,79.59606638011752
76.0626474787298,82.28567489496552,79.38833504459615,83.57172257715789,72.18520923043044,80.01576348189715
72.97155311103317,80.06583729134105,75.91051740464509,80.85564186650119,70.86101662781061,77.25733141876226
74.18097726171032,81.25008777785166,79.97438377031705,81.4761559377609,72.68418165059683,77.55913078809337
75.79932769572513,81.25023589463002,77.02348141465029,82.47861824865332,73.68531524376465,79.92083695445302
73.6184661595927,81.7026934361312,77.07570113180923,83.64483633515295,71.2232126380318,79.11610530311313
76.1886063685584,82.54972866477543,75.75000974312027,82.55712271117004,72.55412929519436,79.24855241688088
77.0688183316892,84.48945445786302,78.87356408800497,84.53884956538323,76.65847780001037,81.31756339627229
74.50455435619568,81.64357303415287,77.76580794296056,81.88209982662572,72.92134400714113,78.7968690073201
