RAEKE+AD,KSP+AD
1.512846559309075,1.5305055961090184
1.396376342935581,1.4523248925573802
1.3098379802034088,1.5054333615370084
1.3228793588806187,1.538339666546125
1.3565711597244647,1.411921317893079
1.6339810723976844,1.579465931327099
1.6698631091088494,1.8300230048850568
1.9305964200379049,1.88075606223893
1.5968752537180808,1.6057281527937655
1.4257285619074467,1.2794901849473705
1.690402503213222,2.0890791594771483
1.3923559028303987,1.5221479902468318
1.7669896094856454,1.8100264045967644
1.4211150857601351,1.4969494050906902
1.5663585267816122,1.5075203980718133
1.5008800079743512,1.5470681488037172
1.3300006784221616,1.4876792102000143
1.2978191264182113,1.4151578398542475
1.4183480437146978,1.590737216869647
1.3999969765136953,1.4274807969376282
1.4491855665485864,1.503068497270178
1.372553610610551,1.6766857129635442
1.3580320714763672,1.684463483287032
1.5880522332848215,2.0227556486334826
1.257555867290205,1.733107971636862
1.5869385962895883,1.6524822149687248
1.4166218101145924,1.47494231777791
1.5702119511269605,1.5331142668693014
1.779356778105837,1.6303732555792778
1.532169161481409,1.544744572387002
1.4410064074579578,1.82130162047821
1.530603761179958,1.412193623019871
1.5638578965875112,2.1114768010916536
1.4974719957655116,1.6381121524549032
1.2642024760802648,1.540655788992778
1.2757925186937547,1.4328350669819507
1.738368871580188,1.8513432580156173
1.2899972692052941,1.376204477973864
2.127750452098599,1.6486160345511542
1.6074111838897425,1.5277585039783634
1.6886996286477567,1.973120139849467
1.5603711937098763,1.4378187817709176
1.3525390088466385,1.4516282027062772
1.435035890284125,1.4257933295572796
1.303136587307003,1.431709309759769
1.5888589767378944,1.6694096250107497
1.439550438325724,1.555824724513089
1.6691494046955413,2.017450814649966
1.6011192682008353,1.593889793946997
1.5874202352987066,1.6700245838898875
1.2639816832839204,1.4977704647954837
1.4904890428581565,1.498467513189644
1.5844438199920148,1.494544869514917
1.4291563009844865,1.4561056012544322
1.4906983597927665,1.6787122235448213
1.5971099268732831,1.4779844028863098
1.4685291735054358,1.8729959809494543
1.6794448279465382,1.6284637125003312
1.3058952751130053,1.6111685492720969
1.3513474273026334,1.3813077853970197
1.5319011439638468,1.5586379102206225
1.4295355831407133,1.8075644475195614
1.743600808982679,1.6829427765229037
1.5237136017501625,1.4357639135248732
1.5199908311064778,1.5306691457822332
1.355461249235208,1.4070538742869985
1.9093992567540523,2.562515684838579
1.3253110726321309,1.3268270931677564
1.4478215664106957,1.575042317202573
1.2341124422989733,1.3594699059159119
1.3580381161896389,1.4612956562667834
1.646128663969502,1.5786835359658689
1.4237653511223816,1.64429997547479
1.4100626146554853,1.6344941631118908
1.2829122151396912,1.3228783909476916
